State,County,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
Texas,Young,7225,Restaurants and Other Eating Places,41,82.9,17.1,34
Texas,Zapata,7225,Restaurants and Other Eating Places,32,46.9,53.1,15
Texas,Zavala,7225,Restaurants and Other Eating Places,32,34.4,65.6,11
Utah,Beaver,7225,Restaurants and Other Eating Places,24,70.8,29.2,17
Utah,Box Elder,7225,Restaurants and Other Eating Places,66,86.4,13.6,57
Utah,Cache,7225,Restaurants and Other Eating Places,164,92.7,7.3,152
Utah,Carbon,7225,Restaurants and Other Eating Places,D,D,D,33
Utah,Davis,7225,Restaurants and Other Eating Places,448,90,10,403
Utah,Duchesne,7225,Restaurants and Other Eating Places,35,65.7,34.3,23
Utah,Emery,7225,Restaurants and Other Eating Places,17,76.5,23.5,13
Utah,Garfield,7225,Restaurants and Other Eating Places,D,D,D,24
Utah,Grand,7225,Restaurants and Other Eating Places,D,D,D,48
Utah,Iron,7225,Restaurants and Other Eating Places,83,83.1,16.9,69
Utah,Juab,7225,Restaurants and Other Eating Places,28,85.7,14.3,24
Utah,Kane,7225,Restaurants and Other Eating Places,28,82.1,17.9,23
Utah,Morgan,7225,Restaurants and Other Eating Places,D,D,D,8
Utah,Piute,7225,Restaurants and Other Eating Places,D,D,D,2
Utah,Rich,7225,Restaurants and Other Eating Places,D,D,D,11
Utah,Salt Lake,7225,Restaurants and Other Eating Places,"2,101",89.9,10.1,"1,889"
Utah,San Juan,7225,Restaurants and Other Eating Places,D,D,D,16
Utah,Sanpete,7225,Restaurants and Other Eating Places,D,D,D,29
Utah,Sevier,7225,Restaurants and Other Eating Places,36,91.7,8.3,33
Utah,Summit,7225,Restaurants and Other Eating Places,151,95.4,4.6,144
Utah,Tooele,7225,Restaurants and Other Eating Places,65,86.2,13.8,56
Utah,Uintah,7225,Restaurants and Other Eating Places,57,75.4,24.6,43
Utah,Utah,7225,Restaurants and Other Eating Places,757,89.7,10.3,679
Utah,Wasatch,7225,Restaurants and Other Eating Places,51,88.2,11.8,45
Utah,Washington,7225,Restaurants and Other Eating Places,278,92.1,7.9,256
Utah,Wayne,7225,Restaurants and Other Eating Places,D,D,D,10
Utah,Weber,7225,Restaurants and Other Eating Places,367,91,9,334
Vermont,Addison,7225,Restaurants and Other Eating Places,60,90,10,54
Vermont,Bennington,7225,Restaurants and Other Eating Places,88,92,8,81
Vermont,Caledonia,7225,Restaurants and Other Eating Places,53,84.9,15.1,45
Vermont,Chittenden,7225,Restaurants and Other Eating Places,343,92.4,7.6,317
Vermont,Essex,7225,Restaurants and Other Eating Places,D,D,D,7
Vermont,Franklin,7225,Restaurants and Other Eating Places,77,80.5,19.5,62
Vermont,Grand Isle,7225,Restaurants and Other Eating Places,10,60,40,6
Vermont,Lamoille,7225,Restaurants and Other Eating Places,81,90.1,9.9,73
Vermont,Orange,7225,Restaurants and Other Eating Places,42,85.7,14.3,36
Vermont,Orleans,7225,Restaurants and Other Eating Places,50,80,20,40
Vermont,Rutland,7225,Restaurants and Other Eating Places,153,89.5,10.5,137
Vermont,Washington,7225,Restaurants and Other Eating Places,134,88.8,11.2,119
Vermont,Windham,7225,Restaurants and Other Eating Places,147,86.4,13.6,127
Vermont,Windsor,7225,Restaurants and Other Eating Places,131,82.4,17.6,108
Virginia,Accomack,7225,Restaurants and Other Eating Places,83,77.1,22.9,64
Virginia,Albemarle,7225,Restaurants and Other Eating Places,175,86.3,13.7,151
Virginia,Alleghany,7225,Restaurants and Other Eating Places,19,78.9,21.1,15
Virginia,Amelia,7225,Restaurants and Other Eating Places,D,D,D,11
Virginia,Appomattox,7225,Restaurants and Other Eating Places,D,D,D,13
Virginia,Arlington,7225,Restaurants and Other Eating Places,625,88.6,11.4,554
Virginia,Augusta,7225,Restaurants and Other Eating Places,71,85.9,14.1,61
Virginia,Bath,7225,Restaurants and Other Eating Places,D,D,D,5
Virginia,Bedford,7225,Restaurants and Other Eating Places,77,80.5,19.5,62
Virginia,Botetourt,7225,Restaurants and Other Eating Places,49,89.8,10.2,44
Virginia,Brunswick,7225,Restaurants and Other Eating Places,11,72.7,27.3,8
Virginia,Buchanan,7225,Restaurants and Other Eating Places,D,D,D,17
Virginia,Buckingham,7225,Restaurants and Other Eating Places,10,50,50,5
Virginia,Campbell,7225,Restaurants and Other Eating Places,78,88.5,11.5,69
Virginia,Caroline,7225,Restaurants and Other Eating Places,D,D,D,24
Virginia,Carroll,7225,Restaurants and Other Eating Places,37,81.1,18.9,30
Virginia,Charles City,7225,Restaurants and Other Eating Places,D,D,D,1
Virginia,Charlotte,7225,Restaurants and Other Eating Places,11,72.7,27.3,8
Virginia,Chesterfield,7225,Restaurants and Other Eating Places,564,88.8,11.2,501
Virginia,Clarke,7225,Restaurants and Other Eating Places,20,70,30,14
Virginia,Craig,7225,Restaurants and Other Eating Places,D,D,D,1
Virginia,Culpeper,7225,Restaurants and Other Eating Places,77,90.9,9.1,70
Virginia,Dickenson,7225,Restaurants and Other Eating Places,D,D,D,11
Virginia,Dinwiddie,7225,Restaurants and Other Eating Places,20,70,30,14
Virginia,Essex,7225,Restaurants and Other Eating Places,30,90,10,27
Virginia,Fairfax,7225,Restaurants and Other Eating Places,"2,345",84.1,15.9,"1,973"
Virginia,Fauquier,7225,Restaurants and Other Eating Places,119,89.1,10.9,106
Virginia,Floyd,7225,Restaurants and Other Eating Places,D,D,D,12
Virginia,Fluvanna,7225,Restaurants and Other Eating Places,D,D,D,17
Virginia,Franklin,7225,Restaurants and Other Eating Places,70,85.7,14.3,60
Virginia,Frederick,7225,Restaurants and Other Eating Places,112,88.4,11.6,99
Virginia,Giles,7225,Restaurants and Other Eating Places,D,D,D,19
Virginia,Gloucester,7225,Restaurants and Other Eating Places,D,D,D,51
Virginia,Goochland,7225,Restaurants and Other Eating Places,D,D,D,25
Virginia,Grayson,7225,Restaurants and Other Eating Places,D,D,D,8
Virginia,Greene,7225,Restaurants and Other Eating Places,D,D,D,23
Virginia,Greensville,7225,Restaurants and Other Eating Places,D,D,D,6
Virginia,Halifax,7225,Restaurants and Other Eating Places,53,88.7,11.3,47
Virginia,Hanover,7225,Restaurants and Other Eating Places,191,91.1,8.9,174
Virginia,Henrico,7225,Restaurants and Other Eating Places,705,87.4,12.6,616
Virginia,Henry,7225,Restaurants and Other Eating Places,58,87.9,12.1,51
Virginia,Highland,7225,Restaurants and Other Eating Places,D,D,D,3
Virginia,Isle of Wight,7225,Restaurants and Other Eating Places,47,83,17,39
Virginia,James City,7225,Restaurants and Other Eating Places,112,92,8,103
Virginia,King and Queen,7225,Restaurants and Other Eating Places,D,D,D,3
Virginia,King George,7225,Restaurants and Other Eating Places,34,85.3,14.7,29
Virginia,King William,7225,Restaurants and Other Eating Places,25,88,12,22
Virginia,Lancaster,7225,Restaurants and Other Eating Places,32,75,25,24
Virginia,Lee,7225,Restaurants and Other Eating Places,D,D,D,16
Virginia,Loudoun,7225,Restaurants and Other Eating Places,743,87.1,12.9,647
Virginia,Louisa,7225,Restaurants and Other Eating Places,D,D,D,22
Virginia,Lunenburg,7225,Restaurants and Other Eating Places,D,D,D,9
Virginia,Madison,7225,Restaurants and Other Eating Places,D,D,D,11
Virginia,Mathews,7225,Restaurants and Other Eating Places,D,D,D,11
Virginia,Mecklenburg,7225,Restaurants and Other Eating Places,57,87.7,12.3,50
Virginia,Montgomery,7225,Restaurants and Other Eating Places,186,94.6,5.4,176
Virginia,Nelson,7225,Restaurants and Other Eating Places,S,S,S,14
Virginia,New Kent,7225,Restaurants and Other Eating Places,D,D,D,29
Virginia,Northampton,7225,Restaurants and Other Eating Places,D,D,D,24
Virginia,Nottoway,7225,Restaurants and Other Eating Places,30,86.7,13.3,26
Virginia,Orange,7225,Restaurants and Other Eating Places,60,90,10,54
Virginia,Page,7225,Restaurants and Other Eating Places,D,D,D,33
Virginia,Patrick,7225,Restaurants and Other Eating Places,D,D,D,17
Virginia,Pittsylvania,7225,Restaurants and Other Eating Places,42,81,19,34
Virginia,Powhatan,7225,Restaurants and Other Eating Places,D,D,D,29
Virginia,Prince Edward,7225,Restaurants and Other Eating Places,D,D,D,33
Virginia,Prince George,7225,Restaurants and Other Eating Places,40,90,10,36
Virginia,Prince William,7225,Restaurants and Other Eating Places,717,86.5,13.5,620
Virginia,Pulaski,7225,Restaurants and Other Eating Places,D,D,D,49
Virginia,Rappahannock,7225,Restaurants and Other Eating Places,D,D,D,7
Virginia,Richmond,7225,Restaurants and Other Eating Places,D,D,D,8
Virginia,Roanoke,7225,Restaurants and Other Eating Places,135,88.1,11.9,119
Virginia,Rockbridge,7225,Restaurants and Other Eating Places,D,D,D,24
Virginia,Rockingham,7225,Restaurants and Other Eating Places,88,80.7,19.3,71
Virginia,Russell,7225,Restaurants and Other Eating Places,D,D,D,26
Virginia,Scott,7225,Restaurants and Other Eating Places,27,74.1,25.9,20
Virginia,Shenandoah,7225,Restaurants and Other Eating Places,65,90.8,9.2,59
Virginia,Smyth,7225,Restaurants and Other Eating Places,D,D,D,37
Virginia,Southampton,7225,Restaurants and Other Eating Places,9,55.6,44.4,5
Virginia,Spotsylvania,7225,Restaurants and Other Eating Places,208,86.5,13.5,180
Virginia,Stafford,7225,Restaurants and Other Eating Places,182,86.8,13.2,158
Virginia,Surry,7225,Restaurants and Other Eating Places,D,D,D,5
Virginia,Tazewell,7225,Restaurants and Other Eating Places,68,85.3,14.7,58
Virginia,Warren,7225,Restaurants and Other Eating Places,69,88.4,11.6,61
Virginia,Washington,7225,Restaurants and Other Eating Places,79,88.6,11.4,70
Virginia,Westmoreland,7225,Restaurants and Other Eating Places,D,D,D,22
Virginia,Wise,7225,Restaurants and Other Eating Places,51,90.2,9.8,46
Virginia,Wythe,7225,Restaurants and Other Eating Places,58,93.1,6.9,54
Virginia,York,7225,Restaurants and Other Eating Places,130,93.1,6.9,121
Virginia,Alexandria city,7225,Restaurants and Other Eating Places,407,84,16,342
Virginia,Bedford city,7225,Restaurants and Other Eating Places,D,D,D,21
Virginia,Bristol city,7225,Restaurants and Other Eating Places,68,95.6,4.4,65
Virginia,Buena Vista city,7225,Restaurants and Other Eating Places,D,D,D,9
Virginia,Charlottesville city,7225,Restaurants and Other Eating Places,251,93.6,6.4,235
Virginia,Chesapeake city,7225,Restaurants and Other Eating Places,464,89.4,10.6,415
Virginia,Colonial Heights city,7225,Restaurants and Other Eating Places,D,D,D,79
Virginia,Covington city,7225,Restaurants and Other Eating Places,D,D,D,20
Virginia,Danville city,7225,Restaurants and Other Eating Places,124,94.4,5.6,117
Virginia,Emporia city,7225,Restaurants and Other Eating Places,25,88,12,22
Virginia,Fairfax city,7225,Restaurants and Other Eating Places,211,93.4,6.6,197
Virginia,Falls Church city,7225,Restaurants and Other Eating Places,109,96.3,3.7,105
Virginia,Fredericksburg city,7225,Restaurants and Other Eating Places,155,98.1,1.9,152
Virginia,Galax city,7225,Restaurants and Other Eating Places,38,86.8,13.2,33
Virginia,Hampton city,7225,Restaurants and Other Eating Places,249,87.6,12.4,218
Virginia,Harrisonburg city,7225,Restaurants and Other Eating Places,171,91.8,8.2,157
Virginia,Hopewell city,7225,Restaurants and Other Eating Places,D,D,D,32
Virginia,Lynchburg city,7225,Restaurants and Other Eating Places,202,87.6,12.4,177
Virginia,Manassas city,7225,Restaurants and Other Eating Places,125,90.4,9.6,113
Virginia,Manassas Park city,7225,Restaurants and Other Eating Places,21,57.1,42.9,12
Virginia,Martinsville city,7225,Restaurants and Other Eating Places,D,D,D,38
Virginia,Newport News city,7225,Restaurants and Other Eating Places,389,87.7,12.3,341
Virginia,Norfolk city,7225,Restaurants and Other Eating Places,559,91.8,8.2,513
Virginia,Petersburg city,7225,Restaurants and Other Eating Places,S,S,S,66
Virginia,Poquoson city,7225,Restaurants and Other Eating Places,D,D,D,19
Virginia,Portsmouth city,7225,Restaurants and Other Eating Places,156,90.4,9.6,141
Virginia,Radford city,7225,Restaurants and Other Eating Places,D,D,D,19
Virginia,Richmond city,7225,Restaurants and Other Eating Places,583,90.1,9.9,525
Virginia,Roanoke city,7225,Restaurants and Other Eating Places,279,88.5,11.5,247
Virginia,Salem city,7225,Restaurants and Other Eating Places,78,92.3,7.7,72
Virginia,Staunton city,7225,Restaurants and Other Eating Places,69,88.4,11.6,61
Virginia,Suffolk city,7225,Restaurants and Other Eating Places,136,90.4,9.6,123
Virginia,Virginia Beach city,7225,Restaurants and Other Eating Places,"1,158",91.4,8.6,"1,058"
Virginia,Waynesboro city,7225,Restaurants and Other Eating Places,66,92.4,7.6,61
Virginia,Williamsburg city,7225,Restaurants and Other Eating Places,D,D,D,104
Virginia,Winchester city,7225,Restaurants and Other Eating Places,140,94.3,5.7,132
Washington,Adams,7225,Restaurants and Other Eating Places,30,86.7,13.3,26
Washington,Asotin,7225,Restaurants and Other Eating Places,35,91.4,8.6,32
Washington,Benton,7225,Restaurants and Other Eating Places,332,91.6,8.4,304
Washington,Chelan,7225,Restaurants and Other Eating Places,217,92.6,7.4,201
Washington,Clallam,7225,Restaurants and Other Eating Places,159,94.3,5.7,150
Washington,Clark,7225,Restaurants and Other Eating Places,714,91.3,8.7,652
Washington,Columbia,7225,Restaurants and Other Eating Places,11,63.6,36.4,7
Washington,Cowlitz,7225,Restaurants and Other Eating Places,162,95.1,4.9,154
Washington,Douglas,7225,Restaurants and Other Eating Places,51,86.3,13.7,44
Washington,Ferry,7225,Restaurants and Other Eating Places,D,D,D,12
Washington,Franklin,7225,Restaurants and Other Eating Places,118,85.6,14.4,101
Washington,Garfield,7225,Restaurants and Other Eating Places,D,D,D,2
Washington,Grant,7225,Restaurants and Other Eating Places,148,89.2,10.8,132
Washington,Grays Harbor,7225,Restaurants and Other Eating Places,158,88,12,139
Washington,Island,7225,Restaurants and Other Eating Places,132,90.9,9.1,120
Washington,Jefferson,7225,Restaurants and Other Eating Places,70,90,10,63
Washington,King,7225,Restaurants and Other Eating Places,"5,607",91.8,8.2,"5,148"
Washington,Kitsap,7225,Restaurants and Other Eating Places,467,92.3,7.7,431
Washington,Kittitas,7225,Restaurants and Other Eating Places,126,90.5,9.5,114
Washington,Klickitat,7225,Restaurants and Other Eating Places,41,82.9,17.1,34
Washington,Lewis,7225,Restaurants and Other Eating Places,158,92.4,7.6,146
Washington,Lincoln,7225,Restaurants and Other Eating Places,D,D,D,17
Washington,Mason,7225,Restaurants and Other Eating Places,90,92.2,7.8,83
Washington,Okanogan,7225,Restaurants and Other Eating Places,92,85.9,14.1,79
Washington,Pacific,7225,Restaurants and Other Eating Places,66,83.3,16.7,55
Washington,Pend Oreille,7225,Restaurants and Other Eating Places,D,D,D,13
Washington,Pierce,7225,Restaurants and Other Eating Places,"1,479",91.3,8.7,"1,351"
Washington,San Juan,7225,Restaurants and Other Eating Places,70,85.7,14.3,60
Washington,Skagit,7225,Restaurants and Other Eating Places,290,91.7,8.3,266
Washington,Skamania,7225,Restaurants and Other Eating Places,20,60,40,12
Washington,Snohomish,7225,Restaurants and Other Eating Places,"1,556",89.5,10.5,"1,392"
Washington,Spokane,7225,Restaurants and Other Eating Places,920,93.3,6.7,858
Washington,Stevens,7225,Restaurants and Other Eating Places,68,92.6,7.4,63
Washington,Thurston,7225,Restaurants and Other Eating Places,479,94.6,5.4,453
Washington,Wahkiakum,7225,Restaurants and Other Eating Places,D,D,D,4
Washington,Walla Walla,7225,Restaurants and Other Eating Places,100,91,9,91
Washington,Whatcom,7225,Restaurants and Other Eating Places,442,92.1,7.9,407
Washington,Whitman,7225,Restaurants and Other Eating Places,84,88.1,11.9,74
Washington,Yakima,7225,Restaurants and Other Eating Places,376,87.5,12.5,329
West Virginia,Barbour,7225,Restaurants and Other Eating Places,D,D,D,19
West Virginia,Berkeley,7225,Restaurants and Other Eating Places,143,94.4,5.6,135
West Virginia,Braxton,7225,Restaurants and Other Eating Places,26,88.5,11.5,23
West Virginia,Brooke,7225,Restaurants and Other Eating Places,32,90.6,9.4,29
West Virginia,Cabell,7225,Restaurants and Other Eating Places,212,92.5,7.5,196
West Virginia,Calhoun,7225,Restaurants and Other Eating Places,D,D,D,4
West Virginia,Clay,7225,Restaurants and Other Eating Places,5,40,60,2
West Virginia,Fayette,7225,Restaurants and Other Eating Places,64,84.4,15.6,54
West Virginia,Grant,7225,Restaurants and Other Eating Places,D,D,D,15
West Virginia,Greenbrier,7225,Restaurants and Other Eating Places,71,84.5,15.5,60
West Virginia,Hampshire,7225,Restaurants and Other Eating Places,22,86.4,13.6,19
West Virginia,Hancock,7225,Restaurants and Other Eating Places,50,90,10,45
West Virginia,Hardy,7225,Restaurants and Other Eating Places,D,D,D,22
West Virginia,Harrison,7225,Restaurants and Other Eating Places,138,92,8,127
West Virginia,Jackson,7225,Restaurants and Other Eating Places,38,92.1,7.9,35
West Virginia,Jefferson,7225,Restaurants and Other Eating Places,97,89.7,10.3,87
West Virginia,Kanawha,7225,Restaurants and Other Eating Places,369,92.4,7.6,341
West Virginia,Lewis,7225,Restaurants and Other Eating Places,D,D,D,30
West Virginia,Lincoln,7225,Restaurants and Other Eating Places,16,75,25,12
West Virginia,Logan,7225,Restaurants and Other Eating Places,51,92.2,7.8,47
West Virginia,McDowell,7225,Restaurants and Other Eating Places,D,D,D,12
West Virginia,Marion,7225,Restaurants and Other Eating Places,98,83.7,16.3,82
West Virginia,Marshall,7225,Restaurants and Other Eating Places,46,84.8,15.2,39
West Virginia,Mason,7225,Restaurants and Other Eating Places,28,75,25,21
West Virginia,Mercer,7225,Restaurants and Other Eating Places,76,93.4,6.6,71
West Virginia,Mineral,7225,Restaurants and Other Eating Places,35,91.4,8.6,32
West Virginia,Mingo,7225,Restaurants and Other Eating Places,27,66.7,33.3,18
West Virginia,Monongalia,7225,Restaurants and Other Eating Places,247,94.7,5.3,234
West Virginia,Monroe,7225,Restaurants and Other Eating Places,17,52.9,47.1,9
West Virginia,Morgan,7225,Restaurants and Other Eating Places,24,83.3,16.7,20
West Virginia,Nicholas,7225,Restaurants and Other Eating Places,D,D,D,39
West Virginia,Ohio,7225,Restaurants and Other Eating Places,100,97,3,97
West Virginia,Pendleton,7225,Restaurants and Other Eating Places,12,75,25,9
West Virginia,Pocahontas,7225,Restaurants and Other Eating Places,15,80,20,12
West Virginia,Preston,7225,Restaurants and Other Eating Places,40,82.5,17.5,33
West Virginia,Putnam,7225,Restaurants and Other Eating Places,84,91.7,8.3,77
West Virginia,Raleigh,7225,Restaurants and Other Eating Places,111,93.7,6.3,104
West Virginia,Randolph,7225,Restaurants and Other Eating Places,D,D,D,40
West Virginia,Ritchie,7225,Restaurants and Other Eating Places,D,D,D,15
West Virginia,Roane,7225,Restaurants and Other Eating Places,D,D,D,10
West Virginia,Summers,7225,Restaurants and Other Eating Places,11,72.7,27.3,8
West Virginia,Taylor,7225,Restaurants and Other Eating Places,D,D,D,20
West Virginia,Tucker,7225,Restaurants and Other Eating Places,24,87.5,12.5,21
West Virginia,Tyler,7225,Restaurants and Other Eating Places,D,D,D,6
West Virginia,Upshur,7225,Restaurants and Other Eating Places,42,85.7,14.3,36
West Virginia,Wayne,7225,Restaurants and Other Eating Places,D,D,D,34
West Virginia,Webster,7225,Restaurants and Other Eating Places,D,D,D,5
